num_date_time,answer
43_20240825 14,2767.5525
43_20240825 15,2723.9136
43_20240825 16,2713.11
43_20240825 17,2692.7634
43_20240825 18,2623.3372
43_20240825 19,2466.463
43_20240825 20,2147.9214
43_20240825 21,1750.7994
43_20240825 22,1324.338
43_20240825 23,1156.984
43_20240826 00,1037.3413
43_20240826 01,913.5496
43_20240826 02,792.5964
43_20240826 03,712.3451
43_20240826 04,676.64496
43_20240826 05,695.1509
43_20240826 06,823.8511
43_20240826 07,1262.2614
43_20240826 08,1808.0536
43_20240826 09,2213.5647
43_20240826 10,2522.211
43_20240826 11,2671.959
43_20240826 12,2807.3137
43_20240826 13,2780.617
43_20240826 14,2798.9238
43_20240826 15,2762.1868
43_20240826 16,2695.7148
43_20240826 17,2688.2437
43_20240826 18,2370.2573
43_20240826 19,2229.661
43_20240826 20,1996.7716
43_20240826 21,1649.8358
43_20240826 22,1246.079
43_20240826 23,1099.3783
43_20240827 00,973.2212
43_20240827 01,874.78705
43_20240827 02,758.86957
43_20240827 03,694.9926
43_20240827 04,658.78656
43_20240827 05,666.4484
43_20240827 06,785.8096
43_20240827 07,1273.2441
43_20240827 08,1737.9202
43_20240827 09,2051.3604
43_20240827 10,2359.384
43_20240827 11,2620.4995
43_20240827 12,2711.0317
43_20240827 13,2643.514
43_20240827 14,2692.0442
43_20240827 15,2638.7983
43_20240827 16,2601.6206
43_20240827 17,2537.991
43_20240827 18,2385.9683
43_20240827 19,2252.5168
43_20240827 20,1945.4574
43_20240827 21,1616.7745
43_20240827 22,1230.6732
43_20240827 23,1095.1097
43_20240828 00,1021.8969
43_20240828 01,930.79156
43_20240828 02,819.776
43_20240828 03,706.216
43_20240828 04,660.3986
43_20240828 05,682.7817
43_20240828 06,848.45496
43_20240828 07,1358.8792
43_20240828 08,1899.2014
43_20240828 09,2309.8975
43_20240828 10,2662.723
43_20240828 11,2797.6992
43_20240828 12,2883.1067
43_20240828 13,2892.433
43_20240828 14,2870.8445
43_20240828 15,2932.4
43_20240828 16,2889.625
43_20240828 17,2829.677
43_20240828 18,2571.562
43_20240828 19,2292.061
43_20240828 20,2082.621
43_20240828 21,1734.6268
43_20240828 22,1344.7616
43_20240828 23,1295.4465
43_20240829 00,1067.3312
43_20240829 01,927.13513
43_20240829 02,804.8179
43_20240829 03,733.3704
43_20240829 04,680.5778
43_20240829 05,683.75226
43_20240829 06,837.2626
43_20240829 07,1312.05
43_20240829 08,1831.9872
43_20240829 09,2178.4038
43_20240829 10,2391.7185
43_20240829 11,2638.8464
43_20240829 12,2720.4175
43_20240829 13,2752.4055
43_20240829 14,2784.0051
43_20240829 15,2780.6401
43_20240829 16,2773.4175
43_20240829 17,2708.2087
43_20240829 18,2464.4087
43_20240829 19,2214.0059
43_20240829 20,2012.9215
43_20240829 21,1664.566
43_20240829 22,1233.5267
43_20240829 23,1058.2258
43_20240830 00,1091.5726
43_20240830 01,953.8431
43_20240830 02,808.166
43_20240830 03,724.2144
43_20240830 04,688.76904
43_20240830 05,713.90674
43_20240830 06,867.98206
43_20240830 07,1440.8464
43_20240830 08,1955.037
43_20240830 09,2250.2424
43_20240830 10,2603.799
43_20240830 11,2758.3562
43_20240830 12,2780.1816
43_20240830 13,2783.5151
43_20240830 14,2760.3596
43_20240830 15,2746.4055
43_20240830 16,2737.6604
43_20240830 17,2704.5173
43_20240830 18,2562.978
43_20240830 19,2292.8196
43_20240830 20,2089.3757
43_20240830 21,1735.2849
43_20240830 22,1315.0077
43_20240830 23,1250.0432
43_20240831 00,1136.6425
43_20240831 01,1006.23505
43_20240831 02,826.2962
43_20240831 03,744.3125
43_20240831 04,714.1884
43_20240831 05,738.71136
43_20240831 06,874.69727
43_20240831 07,1395.0287
43_20240831 08,1935.2842
43_20240831 09,2340.279
43_20240831 10,2703.8723
43_20240831 11,2822.2297
43_20240831 12,2903.4214
43_20240831 13,2895.152
43_20240831 14,2892.3516
43_20240831 15,2871.188
43_20240831 16,2825.9768
43_20240831 17,2841.3926
43_20240831 18,2692.9937
43_20240831 19,2451.295
43_20240831 20,2319.4497
43_20240831 21,1906.2992
43_20240831 22,1441.5406
43_20240831 23,1280.3922
44_20240825 00,1083.5408
44_20240825 01,1070.9739
44_20240825 02,1074.0975
44_20240825 03,1054.7269
44_20240825 04,1033.4562
44_20240825 05,1043.0125
44_20240825 06,1063.1505
44_20240825 07,1188.1119
44_20240825 08,1858.0128
44_20240825 09,3268.7454
44_20240825 10,3502.6582
44_20240825 11,3621.4539
44_20240825 12,3574.9348
44_20240825 13,3502.3425
44_20240825 14,3584.1294
44_20240825 15,3601.4075
44_20240825 16,3750.3315
44_20240825 17,3691.162
44_20240825 18,3215.423
44_20240825 19,2339.8628
44_20240825 20,1496.2766
44_20240825 21,1159.7872
44_20240825 22,998.2962
44_20240825 23,1031.5817
44_20240826 00,1044.7299
44_20240826 01,1038.7542
44_20240826 02,1030.8588
44_20240826 03,1016.2792
44_20240826 04,997.004
44_20240826 05,926.08246
44_20240826 06,977.3983
44_20240826 07,1105.0355
44_20240826 08,1615.9336
44_20240826 09,2961.695
44_20240826 10,3099.7063
44_20240826 11,3273.595
44_20240826 12,3261.7317
44_20240826 13,3118.4062
44_20240826 14,3131.6248
44_20240826 15,3135.4934
44_20240826 16,3008.655
44_20240826 17,3095.362
44_20240826 18,2699.2122
44_20240826 19,2038.9589
44_20240826 20,1327.3146
44_20240826 21,1055.8422
44_20240826 22,1014.3498
44_20240826 23,1004.229
44_20240827 00,986.65924
44_20240827 01,949.7597
44_20240827 02,973.74066
44_20240827 03,976.2376
44_20240827 04,973.1899
44_20240827 05,959.46356
44_20240827 06,959.37744
44_20240827 07,1092.5287
44_20240827 08,1593.3895
44_20240827 09,3013.8005
44_20240827 10,3155.5063
44_20240827 11,3377.2385
44_20240827 12,3335.2651
44_20240827 13,3225.0017
44_20240827 14,3217.9001
44_20240827 15,3268.8738
44_20240827 16,3210.002
44_20240827 17,3206.8918
44_20240827 18,2473.855
44_20240827 19,1853.667
44_20240827 20,1322.6683
44_20240827 21,1145.236
44_20240827 22,1080.6398
44_20240827 23,1018.8326
44_20240828 00,1015.3647
44_20240828 01,991.5053
44_20240828 02,972.16
44_20240828 03,975.4206
44_20240828 04,923.46814
44_20240828 05,955.04694
44_20240828 06,972.2469
44_20240828 07,1117.2263
44_20240828 08,1580.7988
44_20240828 09,2958.6177
44_20240828 10,2997.6726
44_20240828 11,3220.5376
44_20240828 12,3168.8677
44_20240828 13,3100.6682
44_20240828 14,3019.7893
44_20240828 15,3155.5447
44_20240828 16,3115.277
44_20240828 17,3095.9146
44_20240828 18,2786.8884
44_20240828 19,1937.7006
44_20240828 20,1313.8312
44_20240828 21,1037.6097
44_20240828 22,995.4535
44_20240828 23,1003.3397
44_20240829 00,996.56976
44_20240829 01,956.15625
44_20240829 02,966.4461
44_20240829 03,935.86053
44_20240829 04,931.6483
44_20240829 05,954.59863
44_20240829 06,967.4648
44_20240829 07,1171.361
44_20240829 08,1670.8248
44_20240829 09,2769.6501
44_20240829 10,3182.1682
44_20240829 11,3283.1401
44_20240829 12,3321.2688
44_20240829 13,3239.6145
44_20240829 14,3249.9321
44_20240829 15,3233.4263
44_20240829 16,3162.7397
44_20240829 17,3063.4548
44_20240829 18,2706.3962
44_20240829 19,2028.5184
44_20240829 20,1348.9949
44_20240829 21,1147.5458
44_20240829 22,1052.8542
44_20240829 23,1017.47644
44_20240830 00,1009.6532
44_20240830 01,972.682
44_20240830 02,984.54816
44_20240830 03,957.1235
44_20240830 04,917.61835
44_20240830 05,910.21484
44_20240830 06,945.5516
44_20240830 07,1141.0474
44_20240830 08,1722.0605
44_20240830 09,3098.2166
44_20240830 10,3260.0493
44_20240830 11,3317.4436
44_20240830 12,3398.5266
44_20240830 13,3410.0103
44_20240830 14,3403.3086
44_20240830 15,3454.7473
44_20240830 16,3494.2703
44_20240830 17,3476.357
44_20240830 18,3182.8608
44_20240830 19,2505.224
44_20240830 20,1471.1824
44_20240830 21,1122.8237
44_20240830 22,1020.9385
44_20240830 23,1048.4161
44_20240831 00,1007.5811
44_20240831 01,1022.4082
44_20240831 02,1029.1096
44_20240831 03,966.59515
44_20240831 04,958.045
44_20240831 05,948.12744
44_20240831 06,966.7372
44_20240831 07,1161.1722
44_20240831 08,1918.4622
44_20240831 09,3105.202
44_20240831 10,3584.592
44_20240831 11,3527.6914
44_20240831 12,3547.973
44_20240831 13,3549.9172
44_20240831 14,3613.5369
44_20240831 15,3704.6584
44_20240831 16,3774.1538
44_20240831 17,3535.346
44_20240831 18,3252.6255
44_20240831 19,2741.7205
44_20240831 20,1718.84
44_20240831 21,1535.3885
44_20240831 22,1263.7816
44_20240831 23,1193.1458
45_20240825 00,7095.384
45_20240825 01,7037.3755
45_20240825 02,6961.855
45_20240825 03,6911.5757
45_20240825 04,7089.692
45_20240825 05,7083.309
45_20240825 06,7111.222
45_20240825 07,7152.164
45_20240825 08,7122.2153
45_20240825 09,7397.426
45_20240825 10,7309.618
45_20240825 11,7323.8774
45_20240825 12,7564.539
45_20240825 13,7405.8765
45_20240825 14,7434.6343
45_20240825 15,7461.18
45_20240825 16,7470.578
45_20240825 17,7482.0615
45_20240825 18,7224.0557
45_20240825 19,7158.489
45_20240825 20,7189.7515
45_20240825 21,7230.711
45_20240825 22,7137.36
45_20240825 23,6926.723
45_20240826 00,7196.677
45_20240826 01,7321.991
45_20240826 02,7256.888
45_20240826 03,7237.6846
45_20240826 04,7421.499
45_20240826 05,7696.02
45_20240826 06,8530.667
45_20240826 07,9389.335
45_20240826 08,10212.181
45_20240826 09,10088.529
45_20240826 10,10062.19
45_20240826 11,9951.221
45_20240826 12,10038.08
45_20240826 13,9801.815
45_20240826 14,9704.288
45_20240826 15,9631.321
45_20240826 16,9599.183
45_20240826 17,9573.327
45_20240826 18,9294.218
45_20240826 19,8881.294
45_20240826 20,8428.369
45_20240826 21,8163.9956
45_20240826 22,7931.7686
45_20240826 23,7632.817
45_20240827 00,8023.107
45_20240827 01,7840.684
45_20240827 02,7775.444
45_20240827 03,7584.8804
45_20240827 04,7748.4507
45_20240827 05,7746.5464
45_20240827 06,8694.296
45_20240827 07,9670.286
45_20240827 08,10464.116
45_20240827 09,10540.122
45_20240827 10,10518.866
45_20240827 11,10554.218
45_20240827 12,10797.616
45_20240827 13,10753.494
45_20240827 14,10421.436
45_20240827 15,10238.39
45_20240827 16,10065.476
45_20240827 17,10474.881
45_20240827 18,9675.212
45_20240827 19,9204.892
45_20240827 20,8671.393
45_20240827 21,8338.888
45_20240827 22,9262.493
45_20240827 23,8973.183
45_20240828 00,7695.914
45_20240828 01,7671.203
45_20240828 02,7715.29
45_20240828 03,7527.388
45_20240828 04,7543.386
45_20240828 05,7549.2886
45_20240828 06,8339.691
45_20240828 07,9450.133
45_20240828 08,10425.428
45_20240828 09,11007.96
45_20240828 10,10538.55
45_20240828 11,9756.37
45_20240828 12,10411.399
45_20240828 13,10451.321
45_20240828 14,9782.521
45_20240828 15,10037.3
45_20240828 16,10275.195
45_20240828 17,10221.079
45_20240828 18,9609.79
45_20240828 19,8937.491
45_20240828 20,8496.732
45_20240828 21,7994.3477
45_20240828 22,7524.9224
45_20240828 23,7475.5366
45_20240829 00,7510.5444
45_20240829 01,7520.704
45_20240829 02,7331.9414
45_20240829 03,7560.403
45_20240829 04,7427.556
45_20240829 05,7461.168
45_20240829 06,8104.4834
45_20240829 07,8458.28
45_20240829 08,9215.448
45_20240829 09,10241.087
45_20240829 10,9229.26
45_20240829 11,9295.459
45_20240829 12,9550.026
45_20240829 13,9377.429
45_20240829 14,9184.586
45_20240829 15,9239.848
45_20240829 16,9383.438
45_20240829 17,9333.337
45_20240829 18,9386.516
45_20240829 19,8745.886
45_20240829 20,8124.782
45_20240829 21,7476.3013
45_20240829 22,7386.695
45_20240829 23,7610.1904
45_20240830 00,7821.8867
45_20240830 01,7601.0044
45_20240830 02,7637.0366
45_20240830 03,7556.34
45_20240830 04,7634.5728
45_20240830 05,7738.347
45_20240830 06,8713.461
45_20240830 07,9935.075
45_20240830 08,10210.985
45_20240830 09,10848.85
45_20240830 10,10137.4
45_20240830 11,10181.61
45_20240830 12,10019.045
45_20240830 13,9913.976
45_20240830 14,9914.625
45_20240830 15,9935.249
45_20240830 16,10108.784
45_20240830 17,9853.095
45_20240830 18,8846.571
45_20240830 19,8115.4033
45_20240830 20,7744.6772
45_20240830 21,7449.0664
45_20240830 22,7706.2163
45_20240830 23,7701.0728
45_20240831 00,7703.8345
45_20240831 01,7766.7017
45_20240831 02,7686.548
45_20240831 03,7585.7773
45_20240831 04,7641.594
45_20240831 05,7605.395
45_20240831 06,7796.1475
45_20240831 07,7859.554
45_20240831 08,8255.193
45_20240831 09,7862.054
45_20240831 10,8265.603
45_20240831 11,7821.2744
45_20240831 12,7956.2593
45_20240831 13,7952.6943
45_20240831 14,7944.564
45_20240831 15,7962.16
45_20240831 16,7986.122
45_20240831 17,7868.2026
45_20240831 18,7678.061
45_20240831 19,7481.3833
45_20240831 20,7473.16
45_20240831 21,7439.168
45_20240831 22,7449.8506
45_20240831 23,7383.497
46_20240825 00,1449.6503
46_20240825 01,1225.1135
46_20240825 02,1097.1599
46_20240825 03,1015.8154
46_20240825 04,953.5757
46_20240825 05,968.6752
46_20240825 06,1003.71576
46_20240825 07,1097.729
46_20240825 08,1328.1254
46_20240825 09,1529.8319
46_20240825 10,1734.7871
46_20240825 11,1833.1155
46_20240825 12,1860.0588
46_20240825 13,1907.2664
46_20240825 14,1915.7794
46_20240825 15,1879.8191
46_20240825 16,1871.4412
46_20240825 17,1881.0458
46_20240825 18,1929.0085
46_20240825 19,1975.6393
46_20240825 20,1977.2205
46_20240825 21,1942.6501
46_20240825 22,1834.9554
46_20240825 23,1698.591
46_20240826 00,1454.3262
46_20240826 01,1232.5237
46_20240826 02,1084.0627
46_20240826 03,1009.5215
46_20240826 04,935.18524
46_20240826 05,1001.0072
46_20240826 06,1191.7084
46_20240826 07,1366.8408
46_20240826 08,1543.1552
46_20240826 09,1694.3694
46_20240826 10,1590.4767
46_20240826 11,1816.1571
46_20240826 12,1843.842
46_20240826 13,1820.4001
46_20240826 14,1793.3655
46_20240826 15,1900.3116
46_20240826 16,1867.8633
46_20240826 17,1890.7834
46_20240826 18,1961.8824
46_20240826 19,2054.9482
46_20240826 20,2022.7247
46_20240826 21,2022.1495
46_20240826 22,1928.3043
46_20240826 23,1771.3341
46_20240827 00,1426.5768
46_20240827 01,1215.3981
46_20240827 02,1109.5663
46_20240827 03,1044.4226
46_20240827 04,975.33136
46_20240827 05,1000.62115
46_20240827 06,1165.6415
46_20240827 07,1341.971
46_20240827 08,1470.0833
46_20240827 09,1862.5155
46_20240827 10,1671.0133
46_20240827 11,1830.1593
46_20240827 12,1846.9531
46_20240827 13,1824.8186
46_20240827 14,1757.1151
46_20240827 15,1799.3127
46_20240827 16,1822.7859
46_20240827 17,1866.527
46_20240827 18,1955.1378
46_20240827 19,2040.2627
46_20240827 20,1973.8429
46_20240827 21,1941.1545
46_20240827 22,1834.6085
46_20240827 23,1695.4836
46_20240828 00,1521.7493
46_20240828 01,1288.6758
46_20240828 02,1250.776
46_20240828 03,1112.8474
46_20240828 04,1051.4642
46_20240828 05,1088.2089
46_20240828 06,1268.6036
46_20240828 07,1459.7416
46_20240828 08,1661.8676
46_20240828 09,1906.995
46_20240828 10,1859.2805
46_20240828 11,1878.1395
46_20240828 12,1901.6051
46_20240828 13,1921.6725
46_20240828 14,1126.8308
46_20240828 15,1986.1682
46_20240828 16,2008.8918
46_20240828 17,2070.075
46_20240828 18,2159.6191
46_20240828 19,2233.5984
46_20240828 20,2168.7925
46_20240828 21,2172.252
46_20240828 22,1980.6844
46_20240828 23,1882.2999
46_20240829 00,1629.5614
46_20240829 01,1366.6547
46_20240829 02,1219.6793
46_20240829 03,1133.2257
46_20240829 04,1079.3541
46_20240829 05,1073.3328
46_20240829 06,1215.5797
46_20240829 07,1413.0211
46_20240829 08,1633.2845
46_20240829 09,1802.5988
46_20240829 10,1782.6523
46_20240829 11,1813.6923
46_20240829 12,1842.8751
46_20240829 13,1878.262
46_20240829 14,1895.1506
46_20240829 15,1917.3461
46_20240829 16,1960.884
46_20240829 17,1965.6117
46_20240829 18,2050.6492
46_20240829 19,2073.112
46_20240829 20,2034.7834
46_20240829 21,2001.5013
46_20240829 22,2058.843
46_20240829 23,1897.1744
46_20240830 00,1600.8885
46_20240830 01,1351.8096
46_20240830 02,1221.6327
46_20240830 03,1113.6083
46_20240830 04,1047.8165
46_20240830 05,1067.4381
46_20240830 06,1253.9905
46_20240830 07,1452.6843
46_20240830 08,1526.1536
46_20240830 09,1708.1449
46_20240830 10,1771.257
46_20240830 11,1800.3611
46_20240830 12,1883.9635
46_20240830 13,1894.9933
46_20240830 14,1881.0515
46_20240830 15,1940.4551
46_20240830 16,1979.6669
46_20240830 17,1952.6726
46_20240830 18,1853.2024
46_20240830 19,1986.8439
46_20240830 20,1922.5302
46_20240830 21,2038.8658
46_20240830 22,1865.1501
46_20240830 23,1724.7374
46_20240831 00,1478.2335
46_20240831 01,1285.0885
46_20240831 02,1226.684
46_20240831 03,1143.9713
46_20240831 04,1078.4037
46_20240831 05,1096.7522
46_20240831 06,1191.0939
46_20240831 07,1339.158
46_20240831 08,1557.1584
46_20240831 09,1845.6589
46_20240831 10,1905.7228
46_20240831 11,2016.2631
46_20240831 12,2042.6426
46_20240831 13,2007.6046
46_20240831 14,2017.3308
46_20240831 15,2049.9558
46_20240831 16,2024.235
46_20240831 17,1989.0487
46_20240831 18,2009.6696
46_20240831 19,1976.0066
46_20240831 20,2042.8046
46_20240831 21,2034.1124
46_20240831 22,1800.5974
46_20240831 23,1682.5226
47_20240825 00,513.5373
47_20240825 01,510.12924
47_20240825 02,504.00302
47_20240825 03,500.19394
47_20240825 04,503.56137
47_20240825 05,505.46906
47_20240825 06,545.16504
47_20240825 07,597.11365
47_20240825 08,766.21375
47_20240825 09,1376.1481
47_20240825 10,1893.8502
47_20240825 11,2088.3528
47_20240825 12,2135.9011
47_20240825 13,2129.7576
47_20240825 14,2152.9314
47_20240825 15,2070.7976
47_20240825 16,2039.4861
47_20240825 17,2072.1262
47_20240825 18,1964.8998
47_20240825 19,1944.5339
47_20240825 20,1774.257
47_20240825 21,1432.1259
47_20240825 22,764.2048
47_20240825 23,524.1312
47_20240826 00,504.7299
47_20240826 01,499.99374
47_20240826 02,502.04688
47_20240826 03,503.8615
47_20240826 04,498.88528
47_20240826 05,496.24728
47_20240826 06,511.94473
47_20240826 07,554.45447
47_20240826 08,711.60675
47_20240826 09,1232.2562
47_20240826 10,1760.1552
47_20240826 11,1860.7748
47_20240826 12,1881.1992
47_20240826 13,1888.476
47_20240826 14,1859.1287
47_20240826 15,1852.4651
47_20240826 16,1820.0862
47_20240826 17,1831.8353
47_20240826 18,1798.0491
47_20240826 19,1754.6895
47_20240826 20,1715.7266
47_20240826 21,1472.8759
47_20240826 22,834.29645
47_20240826 23,554.8034
47_20240827 00,532.39294
47_20240827 01,528.85095
47_20240827 02,529.44867
47_20240827 03,521.56055
47_20240827 04,514.76984
47_20240827 05,511.88065
47_20240827 06,537.09717
47_20240827 07,591.2662
47_20240827 08,787.06964
47_20240827 09,1283.0947
47_20240827 10,1638.3044
47_20240827 11,2033.6765
47_20240827 12,2078.3489
47_20240827 13,2055.524
47_20240827 14,2023.2423
47_20240827 15,1957.375
47_20240827 16,1873.861
47_20240827 17,2118.0593
47_20240827 18,2038.3086
47_20240827 19,2070.6501
47_20240827 20,1845.9071
47_20240827 21,1550.3499
47_20240827 22,866.63513
47_20240827 23,559.1819
47_20240828 00,531.165
47_20240828 01,522.4815
47_20240828 02,506.21463
47_20240828 03,515.1216
47_20240828 04,497.071
47_20240828 05,510.76953
47_20240828 06,533.08545
47_20240828 07,590.4464
47_20240828 08,768.2635
47_20240828 09,1200.5385
47_20240828 10,1833.6674
47_20240828 11,2022.7844
47_20240828 12,1952.0974
47_20240828 13,2026.5293
47_20240828 14,1861.3107
47_20240828 15,1922.6166
47_20240828 16,1899.3209
47_20240828 17,2026.9362
47_20240828 18,1931.6332
47_20240828 19,1957.518
47_20240828 20,1863.8795
47_20240828 21,1474.7238
47_20240828 22,868.84143
47_20240828 23,569.2336
47_20240829 00,537.6536
47_20240829 01,517.9342
47_20240829 02,526.46954
47_20240829 03,520.66394
47_20240829 04,526.2809
47_20240829 05,532.8838
47_20240829 06,552.9494
47_20240829 07,609.0783
47_20240829 08,786.45355
47_20240829 09,1251.6182
47_20240829 10,1716.966
47_20240829 11,2072.627
47_20240829 12,2047.3225
47_20240829 13,1868.8004
47_20240829 14,2038.0804
47_20240829 15,2027.4171
47_20240829 16,2079.0137
47_20240829 17,2101.875
47_20240829 18,2018.7375
47_20240829 19,1986.9889
47_20240829 20,1750.0865
47_20240829 21,1541.9677
47_20240829 22,881.5723
47_20240829 23,549.6865
47_20240830 00,517.35284
47_20240830 01,509.29102
47_20240830 02,496.06448
47_20240830 03,515.4416
47_20240830 04,514.9982
47_20240830 05,521.47205
47_20240830 06,519.69037
47_20240830 07,598.5552
47_20240830 08,763.68
47_20240830 09,1316.8982
47_20240830 10,1860.159
47_20240830 11,2013.586
47_20240830 12,1952.401
47_20240830 13,2015.9576
47_20240830 14,1958.318
47_20240830 15,2014.6102
47_20240830 16,1991.3466
47_20240830 17,2050.637
47_20240830 18,2042.6652
47_20240830 19,2090.105
47_20240830 20,1959.2708
47_20240830 21,1650.4279
47_20240830 22,993.2814
47_20240830 23,602.8911
47_20240831 00,516.1971
47_20240831 01,505.66714
47_20240831 02,498.69238
47_20240831 03,496.84473
47_20240831 04,497.59494
47_20240831 05,501.14014
47_20240831 06,585.5345
47_20240831 07,674.0893
47_20240831 08,815.6976
47_20240831 09,1514.0977
47_20240831 10,2103.1926
47_20240831 11,2271.5125
47_20240831 12,2254.6353
47_20240831 13,2215.9973
47_20240831 14,2259.6501
47_20240831 15,2230.8948
47_20240831 16,2194.4387
47_20240831 17,2175.7688
47_20240831 18,2299.7776
47_20240831 19,2100.2617
47_20240831 20,2128.0972
47_20240831 21,1737.4128
47_20240831 22,989.0589
47_20240831 23,577.861
48_20240825 00,1188.358
48_20240825 01,1011.3005
48_20240825 02,860.8929
48_20240825 03,787.584
48_20240825 04,750.9748
48_20240825 05,720.43835
48_20240825 06,700.7902
48_20240825 07,732.6164
48_20240825 08,835.88293
48_20240825 09,945.17664
48_20240825 10,987.7193
48_20240825 11,1070.0225
48_20240825 12,1113.027
48_20240825 13,1161.0826
48_20240825 14,1201.2233
48_20240825 15,1253.0812
48_20240825 16,1340.7083
48_20240825 17,1414.2848
48_20240825 18,1495.8146
48_20240825 19,1567.7523
48_20240825 20,1678.3293
48_20240825 21,1646.9534
48_20240825 22,1611.1952
48_20240825 23,1422.3923
48_20240826 00,1210.6337
48_20240826 01,1001.6874
48_20240826 02,866.8644
48_20240826 03,783.9891
48_20240826 04,760.08545
48_20240826 05,758.692
48_20240826 06,793.778
48_20240826 07,877.7685
48_20240826 08,887.4366
48_20240826 09,842.2256
48_20240826 10,820.0888
48_20240826 11,734.4906
48_20240826 12,727.792
48_20240826 13,782.35565
48_20240826 14,747.7471
48_20240826 15,850.82666
48_20240826 16,895.1078
48_20240826 17,985.07904
48_20240826 18,1200.7969
48_20240826 19,1412.3693
48_20240826 20,1556.108
48_20240826 21,1610.8287
48_20240826 22,1529.4403
48_20240826 23,1375.2678
48_20240827 00,1191.4093
48_20240827 01,1010.98035
48_20240827 02,848.50446
48_20240827 03,788.2404
48_20240827 04,754.41656
48_20240827 05,736.1909
48_20240827 06,838.524
48_20240827 07,931.9777
48_20240827 08,964.91296
48_20240827 09,954.1264
48_20240827 10,922.44366
48_20240827 11,817.13116
48_20240827 12,790.97516
48_20240827 13,819.94434
48_20240827 14,750.03906
48_20240827 15,803.50476
48_20240827 16,914.98553
48_20240827 17,968.23645
48_20240827 18,1163.0508
48_20240827 19,1421.6027
48_20240827 20,1691.8881
48_20240827 21,1728.8889
48_20240827 22,1696.6113
48_20240827 23,1497.492
48_20240828 00,1262.5228
48_20240828 01,1045.8734
48_20240828 02,839.96454
48_20240828 03,784.6185
48_20240828 04,739.3872
48_20240828 05,715.70636
48_20240828 06,772.83105
48_20240828 07,899.86365
48_20240828 08,930.9418
48_20240828 09,892.09235
48_20240828 10,775.6193
48_20240828 11,671.7735
48_20240828 12,686.5308
48_20240828 13,763.20154
48_20240828 14,783.91296
48_20240828 15,845.5796
48_20240828 16,941.26465
48_20240828 17,1066.7214
48_20240828 18,1229.3297
48_20240828 19,1474.11
48_20240828 20,1597.5547
48_20240828 21,1622.0165
48_20240828 22,1524.4163
48_20240828 23,1373.242
48_20240829 00,1236.4445
48_20240829 01,1053.8119
48_20240829 02,872.6562
48_20240829 03,787.91437
48_20240829 04,760.9271
48_20240829 05,721.2343
48_20240829 06,756.67053
48_20240829 07,852.62585
48_20240829 08,897.09625
48_20240829 09,872.85065
48_20240829 10,770.9368
48_20240829 11,677.23724
48_20240829 12,733.8446
48_20240829 13,785.21045
48_20240829 14,810.83704
48_20240829 15,912.50964
48_20240829 16,1028.2365
48_20240829 17,1104.4845
48_20240829 18,1279.1033
48_20240829 19,1443.1073
48_20240829 20,1570.0365
48_20240829 21,1611.93
48_20240829 22,1489.2585
48_20240829 23,1455.7449
48_20240830 00,1266.6659
48_20240830 01,1079.2146
48_20240830 02,878.2225
48_20240830 03,809.85284
48_20240830 04,771.18555
48_20240830 05,744.80194
48_20240830 06,783.3765
48_20240830 07,885.4258
48_20240830 08,927.54834
48_20240830 09,836.76843
48_20240830 10,800.3842
48_20240830 11,753.929
48_20240830 12,770.838
48_20240830 13,811.58154
48_20240830 14,793.1806
48_20240830 15,881.87445
48_20240830 16,1025.4393
48_20240830 17,1088.1981
48_20240830 18,1252.931
48_20240830 19,1432.9355
48_20240830 20,1462.6918
48_20240830 21,1478.7416
48_20240830 22,1456.2083
48_20240830 23,1400.3586
48_20240831 00,1260.8884
48_20240831 01,1138.0618
48_20240831 02,969.6173
48_20240831 03,862.4191
48_20240831 04,799.86237
48_20240831 05,749.1852
48_20240831 06,767.0138
48_20240831 07,786.4066
48_20240831 08,899.55707
48_20240831 09,1052.6243
48_20240831 10,1078.8861
48_20240831 11,1043.6573
48_20240831 12,1114.5159
48_20240831 13,1108.2311
48_20240831 14,1068.5309
48_20240831 15,1137.9973
48_20240831 16,1200.5187
48_20240831 17,1241.4996
48_20240831 18,1335.653
48_20240831 19,1407.7904
48_20240831 20,1467.2506
48_20240831 21,1468.3535
48_20240831 22,1452.8024
48_20240831 23,1462.8448
49_20240825 00,1177.1033
49_20240825 01,1221.0997
49_20240825 02,1144.7361
49_20240825 03,1125.8702
49_20240825 04,1069.4376
49_20240825 05,1180.2106
49_20240825 06,1088.791
49_20240825 07,1218.0973
49_20240825 08,1246.2947
49_20240825 09,1386.485
49_20240825 10,1631.9775
49_20240825 11,1647.8522
49_20240825 12,1710.5375
49_20240825 13,1684.7207
49_20240825 14,1719.337
49_20240825 15,1709.2439
49_20240825 16,1741.2942
49_20240825 17,1710.639
49_20240825 18,1689.516
49_20240825 19,1654.959
49_20240825 20,1572.9922
49_20240825 21,1554.5487
49_20240825 22,1506.632
49_20240825 23,1343.6764
49_20240826 00,1309.7335
49_20240826 01,1222.83
49_20240826 02,1230.6615
49_20240826 03,1213.1387
49_20240826 04,1171.4941
49_20240826 05,1188.9246
49_20240826 06,1168.0314
49_20240826 07,1240.8727
49_20240826 08,1351.7455
49_20240826 09,1466.3007
49_20240826 10,1665.0961
49_20240826 11,1725.9738
49_20240826 12,1724.0948
49_20240826 13,1749.4841
49_20240826 14,1716.6627
